Price,Year,Mileage,City,State,Make,Model
33835,2015,24187,Nashville,TN,Audi,A3Sedan
33888,2015,31463,Anaheim,CA,Audi,A3Sedan
33977,2015,24542,Sanford,FL,Audi,A3Sedan
34000,2015,17416,Manalapan,NJ,Audi,A3Sedan
34291,2015,22754,Limerick,PA,Audi,A3Sedan
34955,2015,21617,Cherry Hill,NJ,Audi,A3Sedan
37596,2016,6756,Colorado Springs,CO,Audi,A3Sedan
38994,2015,26557,Princeton,NJ,Audi,A3Sedan
8997,2013,144586,Galveston,TX,Audi,A42.0T
9999,2013,171510,Frederick,MD,Audi,A42.0T
11495,2013,104281,Los Angeles,CA,Audi,A42.0T
13425,2013,132994,Columbus,OH,Audi,A42.0T
13895,2013,64048,Doral,FL,Audi,A42.0T
13989,2013,72016,Corona,CA,Audi,A42.0T
13995,2014,71864,Doral,FL,Audi,A42.0T
14477,2014,60554,Hollywood,FL,Audi,A42.0T
14488,2013,90592,Peoria,AZ,Audi,A42.0T
14500,2013,73757,Watertown,CT,Audi,A42.0T
14500,2014,56315,Lake Park,FL,Audi,A42.0T
14688,2013,136733,Savannah,GA,Audi,A42.0T
14690,2013,40212,Plantation,FL,Audi,A42.0T
14790,2013,62382,Plantation,FL,Audi,A42.0T
14795,2014,96912,Brooklyn,NY,Audi,A42.0T
14885,2013,74951,Wilmington,CA,Audi,A42.0T
14888,2013,64261,Lauderdale Lakes,FL,Audi,A42.0T
14950,2013,63120,Carrollton,TX,Audi,A42.0T
14950,2013,74867,Norco,CA,Audi,A42.0T
14990,2013,61972,Homestead,FL,Audi,A42.0T
14995,2013,65078,Fort Myers,FL,Audi,A42.0T
14995,2013,62658,Great Neck,NY,Audi,A42.0T
14995,2013,69859,Lodi,NJ,Audi,A42.0T
14995,2014,49564,West Jordan,UT,Audi,A42.0T
14995,2014,125763,Indianapolis,IN,Audi,A42.0T
14999,2013,52918,N. Miami Beach,FL,Audi,A42.0T
14999,2013,80988,Raleigh,NC,Audi,A42.0T
14999,2013,72375,Marietta,GA,Audi,A42.0T
14999,2014,54162,Colorado Springs,CO,Audi,A42.0T
15300,2014,68436,Pembroke Pines,FL,Audi,A42.0T
15388,2014,75774,Jacksonville,FL,Audi,A42.0T
15449,2014,88348,Marietta,GA,Audi,A42.0T
15483,2013,92355,Manassas,VA,Audi,A42.0T
15497,2013,35938,Salt Lake City,UT,Audi,A42.0T
15500,2013,64085,MONTCLAIR,CA,Audi,A42.0T
15688,2013,71350,Falls Church,VA,Audi,A42.0T
15737,2013,69250,North Palm Beach,FL,Audi,A42.0T
15793,2013,33625,Fairlawn,NJ,Audi,A42.0T
15815,2013,46087,Pembroke Pines,FL,Audi,A42.0T
15900,2013,71848,Nottingham,MD,Audi,A42.0T
15950,2013,61205,Littleton,CO,Audi,A42.0T
15950,2013,56431,Richardson,TX,Audi,A42.0T
15985,2013,61624,Orlando,FL,Audi,A42.0T
15990,2013,49243,Jacksonville,FL,Audi,A42.0T
15991,2014,73402,Orange City,FL,Audi,A42.0T
15994,2013,58677,Lees Summit,MO,Audi,A42.0T
15994,2014,124495,Fairfield,OH,Audi,A42.0T
15995,2013,62888,Nashville,TN,Audi,A42.0T
15995,2014,52914,Selma,TX,Audi,A42.0T
15999,2014,74162,Denton,TX,Audi,A42.0T
16000,2013,67350,Chantilly,VA,Audi,A42.0T
16000,2013,77891,San Jose,CA,Audi,A42.0T
16156,2013,79903,Duluth,GA,Audi,A42.0T
16290,2013,48255,Buena Park,CA,Audi,A42.0T
16295,2013,28897,Miami Gardens,FL,Audi,A42.0T
16353,2013,77947,Sacramento,CA,Audi,A42.0T
16394,2014,58087,Downers Grove,IL,Audi,A42.0T
16488,2013,42630,North Miami,FL,Audi,A42.0T
16495,2014,38300,Naugatuck,CT,Audi,A42.0T
16499,2013,36486,Montebello,CA,Audi,A42.0T
16500,2014,40030,North Miami Beach,FL,Audi,A42.0T
16500,2014,61684,Los Angeles,CA,Audi,A42.0T
16587,2013,75528,Knoxville,TN,Audi,A42.0T
16590,2014,69554,Newport Beach,CA,Audi,A42.0T
16677,2013,65887,Lodi,NJ,Audi,A42.0T
16700,2013,39226,Los Angeles,CA,Audi,A42.0T
16700,2014,44048,Colorado Springs,CO,Audi,A42.0T
16777,2014,70938,Smithfield,RI,Audi,A42.0T
16795,2013,61372,Lakewood,NJ,Audi,A42.0T
16888,2013,41583,Costa Mesa,CA,Audi,A42.0T
16888,2014,55097,Sarasota,FL,Audi,A42.0T
16895,2013,67762,Toms River,NJ,Audi,A42.0T
16933,2014,95545,Aurora,OH,Audi,A42.0T
16937,2013,43396,Raleigh,NC,Audi,A42.0T
16942,2014,52599,Burlington,NJ,Audi,A42.0T
16945,2013,46778,Lake Park,FL,Audi,A42.0T
16949,2013,54320,Marietta,GA,Audi,A42.0T
16950,2013,93263,Midlothian,VA,Audi,A42.0T
16988,2013,32817,Virginia Beach,VA,Audi,A42.0T
16990,2013,54360,Anaheim,CA,Audi,A42.0T
16990,2013,63573,Tampa,FL,Audi,A42.0T
16994,2014,22461,Seffner,FL,Audi,A42.0T
16994,2014,26013,Seffner,FL,Audi,A42.0T
16995,2013,16493,Doral,FL,Audi,A42.0T
16995,2013,46020,Middle Village,NY,Audi,A42.0T
16995,2013,67924,Eatontown,NJ,Audi,A42.0T
16995,2013,67216,Old Saybrook,CT,Audi,A42.0T
16995,2013,80140,Naugatuck,CT,Audi,A42.0T
16995,2013,85900,Austin,TX,Audi,A42.0T
16999,2014,30469,West Palm Beach,FL,Audi,A42.0T
16999,2014,33051,Orlando,FL,Audi,A42.0T
16999,2014,42841,Santa Ana,CA,Audi,A42.0T
16999,2014,45277,Orlando,FL,Audi,A42.0T
17000,2013,43909,MONTCLAIR,CA,Audi,A42.0T
17000,2013,50910,Manalapan,NJ,Audi,A42.0T
17000,2013,54582,Florence,KY,Audi,A42.0T
17115,2013,51418,Avenel,NJ,Audi,A42.0T
17268,2013,59100,Las Vegas,NV,Audi,A42.0T
17297,2015,14559,Lindon,UT,Audi,A42.0T
17300,2013,61227,Chicago,IL,Audi,A42.0T
17322,2013,61489,Merriam,KS,Audi,A42.0T
17386,2013,75861,Clarksburg,WV,Audi,A42.0T
17393,2013,33953,Coral Gables,FL,Audi,A42.0T
17395,2014,95493,Sykesville,MD,Audi,A42.0T
17429,2015,81714,Snellville,GA,Audi,A42.0T
17449,2013,41700,Marietta,GA,Audi,A42.0T
17477,2014,40939,Sarasota,FL,Audi,A42.0T
17480,2015,82295,Houston,TX,Audi,A42.0T
17485,2013,53959,Bellflower,CA,Audi,A42.0T
17495,2014,25200,Naugatuck,CT,Audi,A42.0T
17498,2013,62962,Sudbury,MA,Audi,A42.0T
17499,2013,37922,Fullerton,CA,Audi,A42.0T
17499,2014,30433,West Covina,CA,Audi,A42.0T
17499,2014,49584,Placentia,CA,Audi,A42.0T
17499,2014,56023,Placentia,CA,Audi,A42.0T
17499,2014,57234,Santa Ana,CA,Audi,A42.0T
17500,2014,52605,MONTCLAIR,CA,Audi,A42.0T
17555,2013,39282,Westminster,CA,Audi,A42.0T
17593,2013,53186,Chicago,IL,Audi,A42.0T
17595,2014,59710,Bethlehem,PA,Audi,A42.0T
17641,2013,75131,Boise,ID,Audi,A42.0T
17700,2014,73499,Leavenworth,KS,Audi,A42.0T
17747,2013,67696,Fredericktown,MO,Audi,A42.0T
17774,2014,80121,Pasadena,MD,Audi,A42.0T
17775,2013,48708,Redondo Bch,CA,Audi,A42.0T
17795,2014,47008,Atlanta,GA,Audi,A42.0T
17885,2014,43080,Coral Springs,FL,Audi,A42.0T
17892,2013,50753,McKinney,TX,Audi,A42.0T
17895,2014,57064,Hazelwood,MO,Audi,A42.0T
17900,2013,66497,Exton,PA,Audi,A42.0T
17900,2013,67140,Miramar,FL,Audi,A42.0T
17900,2014,78913,Newton,NJ,Audi,A42.0T
17920,2013,79980,San Antonio,TX,Audi,A42.0T
17950,2013,92948,Phoenix,AZ,Audi,A42.0T
17977,2013,62092,Norwood,MA,Audi,A42.0T
17977,2013,58764,El Cajon,CA,Audi,A42.0T
17977,2014,66786,Albuquerque,NM,Audi,A42.0T
17985,2014,41363,Chicago,IL,Audi,A42.0T
17987,2014,57469,Riverside,CA,Audi,A42.0T
17988,2013,51449,San Rafael,CA,Audi,A42.0T
17988,2014,56822,Richardson,TX,Audi,A42.0T
17990,2013,59723,Austin,TX,Audi,A42.0T
17990,2013,82589,Villa Park,IL,Audi,A42.0T
17990,2014,83095,Hasbrouck Heights,NJ,Audi,A42.0T
17990,2015,50908,Bronx,NY,Audi,A42.0T
17994,2014,16378,Seffner,FL,Audi,A42.0T
17994,2014,18026,Seffner,FL,Audi,A42.0T
17995,2013,49917,Burbank,IL,Audi,A42.0T
17995,2013,57552,Roseville,CA,Audi,A42.0T
17995,2013,58408,Philadelphia,PA,Audi,A42.0T
17995,2013,67938,Philadelphia,PA,Audi,A42.0T
17995,2014,30838,Doral,FL,Audi,A42.0T
17995,2015,49868,Doral,FL,Audi,A42.0T
17995,2015,63700,Naugatuck,CT,Audi,A42.0T
17995,2015,72227,Chattanooga,TN,Audi,A42.0T
17997,2013,49284,Dulles,VA,Audi,A42.0T
17998,2013,61837,Salt Lake City,UT,Audi,A42.0T
17999,2013,42710,Plano,TX,Audi,A42.0T
17999,2013,52128,El Cajon,CA,Audi,A42.0T
17999,2014,32083,West Palm Beach,FL,Audi,A42.0T
17999,2014,35548,West Palm Beach,FL,Audi,A42.0T
17999,2014,35922,Orlando,FL,Audi,A42.0T
17999,2014,58325,Florence,KY,Audi,A42.0T
17999,2015,46153,West Palm Beach,FL,Audi,A42.0T
17999,2015,51319,Montebello,CA,Audi,A42.0T
18092,2014,47897,Corona,CA,Audi,A42.0T
18194,2013,43814,Kansas City,MO,Audi,A42.0T
18197,2013,57295,Cincinnati,OH,Audi,A42.0T
18234,2014,44970,Charlotte,NC,Audi,A42.0T
18323,2013,54717,Glenwood Springs,CO,Audi,A42.0T
18395,2013,29254,Hasbrouck Heights,NJ,Audi,A42.0T
18400,2013,46956,Layton,UT,Audi,A42.0T
18402,2014,53026,Bedford,OH,Audi,A42.0T
18414,2013,44971,Reading,PA,Audi,A42.0T
18488,2014,64588,Monroe,NC,Audi,A42.0T
18490,2014,50125,Kennesaw,GA,Audi,A42.0T
18491,2015,81584,Charlotte,NC,Audi,A42.0T
18493,2014,33267,Akron,OH,Audi,A42.0T
18494,2013,39325,Libertyville,IL,Audi,A42.0T
18500,2013,36642,Manalapan,NJ,Audi,A42.0T
18500,2013,58532,Marietta,GA,Audi,A42.0T
18500,2014,27285,Stuart,FL,Audi,A42.0T
18500,2015,81401,Kansas City,KS,Audi,A42.0T
18501,2014,36118,Costa Mesa,CA,Audi,A42.0T
18550,2014,47392,Franklin Square,NY,Audi,A42.0T
18552,2014,65635,Augusta,GA,Audi,A42.0T
18590,2014,75130,Flemington,NJ,Audi,A42.0T
18667,2014,51712,Upper Saddle River,NJ,Audi,A42.0T
18690,2013,72589,Englewood,CO,Audi,A42.0T
18695,2014,26925,Columbia,TN,Audi,A42.0T
18700,2013,40141,Lenoir,NC,Audi,A42.0T
18727,2014,59620,Radcliff,KY,Audi,A42.0T
18739,2014,59333,Bakersfield,CA,Audi,A42.0T
18750,2014,47713,Louisville,KY,Audi,A42.0T
18786,2014,48293,Waukesha,WI,Audi,A42.0T
18789,2013,45660,Old Saybrook,CT,Audi,A42.0T
18799,2014,38000,San Diego,CA,Audi,A42.0T
18835,2013,51564,Yakima,WA,Audi,A42.0T
18835,2014,45011,Las Vegas,NV,Audi,A42.0T
18873,2013,36745,Avondale,AZ,Audi,A42.0T
18875,2014,53198,Seattle,WA,Audi,A42.0T
18880,2014,90505,Portland,OR,Audi,A42.0T
18887,2014,37095,Buena Park,CA,Audi,A42.0T
18888,2013,35405,Kenner,LA,Audi,A42.0T
18890,2013,42645,Waldorf,MD,Audi,A42.0T
18899,2014,39342,N. Miami Beach,FL,Audi,A42.0T
18900,2013,60475,Aiea,HI,Audi,A42.0T
18900,2014,55121,Hackettstown,NJ,Audi,A42.0T
18900,2014,39868,Rahway,NJ,Audi,A42.0T
18950,2013,51307,Virginia Beach,VA,Audi,A42.0T
18968,2013,47264,West Springfield,MA,Audi,A42.0T
18975,2014,46135,Franklin,TN,Audi,A42.0T
18986,2014,41961,Tampa,FL,Audi,A42.0T
18987,2014,45120,Sanford,FL,Audi,A42.0T
18987,2014,62684,Las Vegas,NV,Audi,A42.0T
18988,2013,34857,Elk Grove,CA,Audi,A42.0T
18988,2013,70496,Englewood,CO,Audi,A42.0T
18988,2014,40115,Coconut Creek,FL,Audi,A42.0T
18988,2014,47110,Madison,TN,Audi,A42.0T
18988,2014,61927,Buford,GA,Audi,A42.0T
18988,2014,47922,Gulfport,MS,Audi,A42.0T
18990,2013,54884,Chicago,IL,Audi,A42.0T
18990,2014,44402,Doral,FL,Audi,A42.0T
18990,2014,44703,Plano,TX,Audi,A42.0T
18990,2014,51340,Sterling,VA,Audi,A42.0T
18990,2014,88411,Charlotte,NC,Audi,A42.0T
18990,2015,52389,Wilmington,NC,Audi,A42.0T
18991,2013,55218,Bellevue,WA,Audi,A42.0T
18991,2014,49447,Stuart,FL,Audi,A42.0T
18991,2014,49307,Greenville,TX,Audi,A42.0T
18993,2014,39702,Patchogue,NY,Audi,A42.0T
18995,2013,49697,Charlotte,NC,Audi,A42.0T
18995,2013,78787,Tracy,CA,Audi,A42.0T
18995,2013,51811,Fort Myers,FL,Audi,A42.0T
18995,2014,30745,Dumfries,VA,Audi,A42.0T
18995,2014,30749,Dumfries,VA,Audi,A42.0T
18995,2014,34282,Freehold,NJ,Audi,A42.0T
18995,2014,61450,Selma,TX,Audi,A42.0T
18995,2014,51941,Miami Lakes,FL,Audi,A42.0T
18995,2015,54800,Naugatuck,CT,Audi,A42.0T
18995,2015,57400,Naugatuck,CT,Audi,A42.0T
18995,2015,57900,Naugatuck,CT,Audi,A42.0T
18996,2014,40000,Woodbridge,VA,Audi,A42.0T
18997,2014,31469,Ft. Lauderdale,FL,Audi,A42.0T
18997,2014,62041,Newport Beach,CA,Audi,A42.0T
18998,2014,56363,Jamaica,NY,Audi,A42.0T
18999,2013,60426,Clearwater,FL,Audi,A42.0T
18999,2013,48354,Puyallup,WA,Audi,A42.0T
18999,2014,35962,Gainesville,FL,Audi,A42.0T
18999,2014,40870,Garland,TX,Audi,A42.0T
18999,2014,31118,Montebello,CA,Audi,A42.0T
18999,2014,36552,N. Miami Beach,FL,Audi,A42.0T
18999,2014,36945,West Covina,CA,Audi,A42.0T
18999,2014,33610,Montclair,CA,Audi,A42.0T
18999,2015,55216,Winter Park,FL,Audi,A42.0T
19000,2013,37528,Austin,TX,Audi,A42.0T
19000,2014,40149,Fuquay-Varina,NC,Audi,A42.0T
19000,2014,35205,Manalapan,NJ,Audi,A42.0T
19000,2014,49274,Union City,GA,Audi,A42.0T
19109,2013,34168,Morton Grove,IL,Audi,A42.0T
19199,2014,41748,West Park,FL,Audi,A42.0T
19250,2014,41930,Union City,GA,Audi,A42.0T
19279,2014,67466,Marysville,WA,Audi,A42.0T
19290,2014,30397,Irvine,CA,Audi,A42.0T
19294,2013,49237,Cary,NC,Audi,A42.0T
19300,2014,42234,San Jose,CA,Audi,A42.0T
19344,2014,30873,Charlotte,NC,Audi,A42.0T
19399,2014,36637,Boerne,TX,Audi,A42.0T
19425,2014,38539,Hyattsville,MD,Audi,A42.0T
19441,2013,19371,Miami,FL,Audi,A42.0T
19450,2014,31482,San Jose,CA,Audi,A42.0T
19461,2014,56053,Baltimore,MD,Audi,A42.0T
19475,2015,60455,Duluth,GA,Audi,A42.0T
19480,2013,55468,Philadelphia,PA,Audi,A42.0T
19489,2013,42561,Philadelphia,PA,Audi,A42.0T
19490,2014,45058,Plano,TX,Audi,A42.0T
19490,2015,44760,Plano,TX,Audi,A42.0T
19497,2014,52725,Avondale,AZ,Audi,A42.0T
19498,2015,55634,Louisville,KY,Audi,A42.0T
19500,2013,48975,Baltimore,MD,Audi,A42.0T
19500,2014,20503,San Jose,CA,Audi,A42.0T
19500,2014,41491,Manalapan,NJ,Audi,A42.0T
19520,2013,53217,Cockeysville,MD,Audi,A42.0T
19529,2014,44396,Clearwater,FL,Audi,A42.0T
19591,2014,38933,N. Miami Beach,FL,Audi,A42.0T
19713,2013,45043,Princeton,NJ,Audi,A42.0T
19716,2014,53117,Avondale,AZ,Audi,A42.0T
19750,2013,38512,Concord,CA,Audi,A42.0T
19772,2015,41907,Carrolton,TX,Audi,A42.0T
19777,2014,26254,El Cajon,CA,Audi,A42.0T
19778,2015,36655,Richardson,TX,Audi,A42.0T
19780,2014,50388,Bronx,NY,Audi,A42.0T
19795,2014,44702,Banning,CA,Audi,A42.0T
19798,2014,43377,Marlborough,MA,Audi,A42.0T
19799,2014,32233,N. Miami Beach,FL,Audi,A42.0T
19863,2014,57762,Marietta,GA,Audi,A42.0T
19869,2014,68778,Cerritos,CA,Audi,A42.0T
19888,2014,39100,Tempe,AZ,Audi,A42.0T
19895,2015,26731,Rahway,NJ,Audi,A42.0T
19897,2013,59864,Princeton,NJ,Audi,A42.0T
19898,2014,57947,Marlborough,MA,Audi,A42.0T
19900,2013,16739,Chicago,IL,Audi,A42.0T
19900,2013,44185,Colorado Springs,CO,Audi,A42.0T
19900,2014,35385,Lexington,KY,Audi,A42.0T
19900,2014,46739,Baton Rouge,LA,Audi,A42.0T
19900,2014,47000,El Cajon,CA,Audi,A42.0T
19900,2014,53153,Baton Rouge,LA,Audi,A42.0T
19900,2014,50565,Laguna Hills,CA,Audi,A42.0T
19900,2014,52842,Colorado Springs,CO,Audi,A42.0T
19900,2015,52562,Plano,TX,Audi,A42.0T
19944,2014,43714,Tampa,FL,Audi,A42.0T
19949,2014,32711,Irvine,CA,Audi,A42.0T
19950,2014,38733,Phoenix,AZ,Audi,A42.0T
19951,2014,47813,Louisville,KY,Audi,A42.0T
19975,2014,24632,Seattle,WA,Audi,A42.0T
19975,2015,56902,Kennesaw,GA,Audi,A42.0T
19980,2014,50820,Peoria,AZ,Audi,A42.0T
19985,2014,63973,Elmwood Park,NJ,Audi,A42.0T
19987,2014,33979,Tempe,AZ,Audi,A42.0T
19988,2014,35040,Sarasota,FL,Audi,A42.0T
19988,2014,41760,San Rafael,CA,Audi,A42.0T
19989,2014,52927,Tacoma,WA,Audi,A42.0T
19990,2013,93683,Aurora,CO,Audi,A42.0T
19990,2014,42727,Chicago,IL,Audi,A42.0T
19990,2014,58082,Fishers,IN,Audi,A42.0T
19990,2015,39273,Jacksonville,FL,Audi,A42.0T
19990,2015,45127,Plano,TX,Audi,A42.0T
19991,2013,25640,Manheim,PA,Audi,A42.0T
19991,2014,21811,Torrance,CA,Audi,A42.0T
19991,2014,32340,N. Miami Beach,FL,Audi,A42.0T
19991,2014,43405,Manheim,PA,Audi,A42.0T
19993,2015,45097,Akron,OH,Audi,A42.0T
19994,2014,41915,Burlington,NJ,Audi,A42.0T
19995,2013,34539,Brentwood,TN,Audi,A42.0T
19995,2013,38077,Old Saybrook,CT,Audi,A42.0T
19995,2013,61926,Fife,WA,Audi,A42.0T
19995,2013,50407,Bossier City,LA,Audi,A42.0T
19995,2014,20949,Bloomington,CA,Audi,A42.0T
19995,2014,23346,Virginia Beach,VA,Audi,A42.0T
19995,2014,32313,Burbank,IL,Audi,A42.0T
19995,2014,33167,Westborough,MA,Audi,A42.0T
19995,2014,50376,Bethlehem,PA,Audi,A42.0T
19995,2014,58287,Tucson,AZ,Audi,A42.0T
19995,2014,62783,Bronx,NY,Audi,A42.0T
19995,2014,65778,Manassas,VA,Audi,A42.0T
19995,2015,37700,Naugatuck,CT,Audi,A42.0T
19995,2015,76891,Temple Hills,MD,Audi,A42.0T
19996,2014,42997,Ansonia,CT,Audi,A42.0T
19999,2013,67988,Puyallup,WA,Audi,A42.0T
19999,2014,18699,N. Miami Beach,FL,Audi,A42.0T
19999,2014,28761,N. Miami Beach,FL,Audi,A42.0T
19999,2014,36081,Puyallup,WA,Audi,A42.0T
19999,2014,50897,Clearwater,FL,Audi,A42.0T
19999,2014,42961,Upper Saddle River,NJ,Audi,A42.0T
19999,2014,55438,Fort Pierce,FL,Audi,A42.0T
19999,2015,35788,West Palm Beach,FL,Audi,A42.0T
19999,2015,44603,Miami,FL,Audi,A42.0T
19999,2015,57675,Windsor,CO,Audi,A42.0T
20000,2013,49225,Rochester,NY,Audi,A42.0T
20000,2013,54672,Columbus,OH,Audi,A42.0T
20000,2013,61462,Lehi,UT,Audi,A42.0T
20000,2013,18808,Bethesda,MD,Audi,A42.0T
20000,2014,22560,Burleson,TX,Audi,A42.0T
20000,2014,44823,Waldorf,MD,Audi,A42.0T
20000,2014,43192,Glendora,CA,Audi,A42.0T
20025,2014,57989,Yakima,WA,Audi,A42.0T
20215,2014,54743,Fife,WA,Audi,A42.0T
20218,2014,23578,Buena Park,CA,Audi,A42.0T
20250,2013,35079,Louisville,KY,Audi,A42.0T
20263,2013,44769,Newport Beach,CA,Audi,A42.0T
20290,2014,25281,Great Neck,NY,Audi,A42.0T
20312,2015,43032,Carrolton,TX,Audi,A42.0T
20340,2015,43192,Irvine,CA,Audi,A42.0T
20388,2015,21400,Tempe,AZ,Audi,A42.0T
20393,2014,29388,Akron,OH,Audi,A42.0T
20395,2014,24314,Charlotte,NC,Audi,A42.0T
20410,2014,29513,Denver,CO,Audi,A42.0T
20436,2015,37428,Hurst,TX,Audi,A42.0T
20447,2013,41283,HARVEY,LA,Audi,A42.0T
20450,2014,21479,Montclair,CA,Audi,A42.0T
20450,2015,44207,Hurst,TX,Audi,A42.0T
20481,2013,49000,Seattle,WA,Audi,A42.0T
20483,2014,33374,Roswell,GA,Audi,A42.0T
20488,2014,34970,San Rafael,CA,Audi,A42.0T
20490,2014,45952,Plano,TX,Audi,A42.0T
20490,2015,43732,Plano,TX,Audi,A42.0T
20490,2015,45184,Plano,TX,Audi,A42.0T
20490,2015,45432,Plano,TX,Audi,A42.0T
20493,2015,36704,Bedford,OH,Audi,A42.0T
20495,2015,61257,Burbank,IL,Audi,A42.0T
20500,2013,45351,Broomfield,CO,Audi,A42.0T
20500,2014,21814,Montclair,CA,Audi,A42.0T
20500,2015,48488,Manalapan,NJ,Audi,A42.0T
20550,2013,21699,Fairfield,CA,Audi,A42.0T
20578,2014,39754,Devon,PA,Audi,A42.0T
20581,2014,41207,Devon,PA,Audi,A42.0T
20599,2013,39519,Toms River,NJ,Audi,A42.0T
20650,2014,45321,Coon Rapids,MN,Audi,A42.0T
20675,2014,24675,Seattle,WA,Audi,A42.0T
20688,2013,43019,Glen Allen,VA,Audi,A42.0T
20690,2014,32523,Plano,TX,Audi,A42.0T
20751,2014,33482,Peoria,AZ,Audi,A42.0T
20775,2014,32398,Chandler,AZ,Audi,A42.0T
20777,2014,63448,Arlington,VA,Audi,A42.0T
20777,2015,44133,Hillside,NJ,Audi,A42.0T
20779,2014,36135,Fayetteville,NC,Audi,A42.0T
20790,2014,27042,Plano,TX,Audi,A42.0T
20799,2014,44674,Forest,VA,Audi,A42.0T
20800,2013,29349,Westborough,MA,Audi,A42.0T
20800,2014,28718,Charlotte,NC,Audi,A42.0T
20876,2014,50418,Katy,TX,Audi,A42.0T
20877,2015,43506,Sanford,FL,Audi,A42.0T
20888,2014,27471,San Bernardino,CA,Audi,A42.0T
20888,2014,19884,Dallas,TX,Audi,A42.0T
20888,2014,37455,Green Brook Township,NJ,Audi,A42.0T
20888,2014,50909,Burien,WA,Audi,A42.0T
20888,2014,55227,Clarksville,MD,Audi,A42.0T
20888,2014,29639,Gulfport,MS,Audi,A42.0T
20890,2014,36688,Plano,TX,Audi,A42.0T
20890,2014,44051,Plano,TX,Audi,A42.0T
20890,2015,43489,Plano,TX,Audi,A42.0T
20890,2015,44486,Plano,TX,Audi,A42.0T
20893,2014,38878,Bedford,OH,Audi,A42.0T
20899,2014,43449,Larchmont,NY,Audi,A42.0T
20900,2014,41870,Greensboro,NC,Audi,A42.0T
20902,2014,32665,Dallas,TX,Audi,A42.0T
20924,2014,32199,Saint Augustine,FL,Audi,A42.0T
20927,2015,66389,Princeton,NJ,Audi,A42.0T
20940,2014,42461,Carrollton,TX,Audi,A42.0T
20950,2014,51480,Westlake,OH,Audi,A42.0T
20962,2013,57404,Highlands Ranch,CO,Audi,A42.0T
20966,2015,39138,Tampa,FL,Audi,A42.0T
20975,2015,50421,Buffalo Grove,IL,Audi,A42.0T
20976,2014,29900,Charlotte,NC,Audi,A42.0T
20977,2013,24728,Lilburn,GA,Audi,A42.0T
20979,2015,52697,Calumet City,IL,Audi,A42.0T
20980,2014,26714,Fairfax,VA,Audi,A42.0T
20980,2014,57264,Philadelphia,PA,Audi,A42.0T
20980,2015,54581,Burbank,IL,Audi,A42.0T
20987,2014,35003,Las Vegas,NV,Audi,A42.0T
20987,2014,53469,Westmont,IL,Audi,A42.0T
20988,2015,36083,Lauderdale Lakes,FL,Audi,A42.0T
20990,2014,30288,Chicago,IL,Audi,A42.0T
20990,2014,49154,Mansfield,MA,Audi,A42.0T
20991,2014,39354,Brookfield,WI,Audi,A42.0T
20991,2014,51258,McKinney,TX,Audi,A42.0T
20993,2014,33208,Roswell,GA,Audi,A42.0T
20993,2014,26088,Bedford,OH,Audi,A42.0T
20993,2014,31604,Bedford,OH,Audi,A42.0T
20993,2014,35657,Bedford,OH,Audi,A42.0T
20995,2013,45531,West Nyack,NY,Audi,A42.0T
20995,2013,44464,Bakersfield,CA,Audi,A42.0T
20995,2014,11223,Dumfries,VA,Audi,A42.0T
20995,2014,34050,Fife,WA,Audi,A42.0T
20995,2014,32413,Bossier City,LA,Audi,A42.0T
20995,2014,47358,Austin,TX,Audi,A42.0T
20995,2014,52001,Marietta,GA,Audi,A42.0T
20995,2014,53161,New Port Richey,FL,Audi,A42.0T
20995,2014,65971,Ewing,NJ,Audi,A42.0T
20995,2014,73180,Orlando,FL,Audi,A42.0T
20995,2015,30600,Naugatuck,CT,Audi,A42.0T
20997,2014,77570,Morton Grove,IL,Audi,A42.0T
20998,2014,42464,West Islip,NY,Audi,A42.0T
20998,2015,57285,Union,NJ,Audi,A42.0T
20999,2014,45753,Clearwater,FL,Audi,A42.0T
20999,2014,62651,Newburgh,NY,Audi,A42.0T
20999,2014,57631,Berlin,CT,Audi,A42.0T
20999,2015,28216,Orlando,FL,Audi,A42.0T
20999,2016,9880,Woods Cross,UT,Audi,A42.0T
21000,2014,29113,Baltimore,MD,Audi,A42.0T
21000,2014,30602,Manalapan,NJ,Audi,A42.0T
21000,2014,45671,Palo Alto,CA,Audi,A42.0T
21000,2014,72234,Merriam,KS,Audi,A42.0T
21000,2015,22090,Labelle,FL,Audi,A42.0T
21062,2014,54146,Lynn,MA,Audi,A42.0T
21100,2013,44925,Colorado Springs,CO,Audi,A42.0T
21183,2014,47075,Ann Arbor,MI,Audi,A42.0T
21211,2014,55858,Las Vegas,NV,Audi,A42.0T
21251,2014,45850,Cranbury,NJ,Audi,A42.0T
21251,2015,67341,Dallas,TX,Audi,A42.0T
21271,2014,52142,Lynn,MA,Audi,A42.0T
21295,2015,52796,Mundelein,IL,Audi,A42.0T
21295,2016,62516,St. George,UT,Audi,A42.0T
21298,2015,45293,Marlborough,MA,Audi,A42.0T
21299,2015,20844,Las Vegas,NV,Audi,A42.0T
21300,2014,35263,Coral Springs,FL,Audi,A42.0T
21350,2014,40884,Tustin,CA,Audi,A42.0T
21363,2013,34759,Ft. Lauderdale,FL,Audi,A42.0T
21390,2014,39659,Milford,MA,Audi,A42.0T
21395,2015,46024,Chestrland,OH,Audi,A42.0T
21408,2014,18449,Pembroke Pines,FL,Audi,A42.0T
21439,2014,40023,Tifton,GA,Audi,A42.0T
