Price,Year,Mileage,City,State,Make,Model
30899,2013,57958,Bethesda,MD,Acura,MDXwith
162500,2017,119,Sarasota,FL,Acura,NSXCoupe
164837,2017,150,Woodside,NY,Acura,NSXCoupe
164995,2017,94,Virginia Beach,VA,Acura,NSXCoupe
165399,2017,52,Tucson,AZ,Acura,NSXCoupe
165888,2017,374,Thousand Oaks,CA,Acura,NSXCoupe
165997,2017,532,Pelham,AL,Acura,NSXCoupe
169777,2017,377,Tempe,AZ,Acura,NSXCoupe
169929,2017,1522,Hoffman Estates,IL,Acura,NSXCoupe
169998,2017,197,Wichita,KS,Acura,NSXCoupe
173998,2017,543,Palatine,IL,Acura,NSXCoupe
175600,2017,26,Brentwood,TN,Acura,NSXCoupe
178999,2017,611,Louisville,KY,Acura,NSXCoupe
179000,2017,1672,Chicago,IL,Acura,NSXCoupe
179000,2017,76,Costa Mesa,CA,Acura,NSXCoupe
179360,2017,10,Langhorne,PA,Acura,NSXCoupe
184000,2017,119,Lynnwood,WA,Acura,NSXCoupe
185995,2017,75,Tukwila,WA,Acura,NSXCoupe
188300,2017,547,Peoria,AZ,Acura,NSXCoupe
189000,2017,2535,Salt Lake City,UT,Acura,NSXCoupe
194000,2017,2500,Littleton,CO,Acura,NSXCoupe
84990,2003,35234,Denver,CO,Acura,NSXManual
89000,2002,53349,Springfield,NJ,Acura,NSXManual
11995,2011,101032,Nashville,TN,Acura,RDX*1-OWNER*LTHR*ROOF*BACK-UP*TECH
4995,2008,230155,Wayne,MI,Acura,RDX4WD
4999,2007,224463,Norcross,GA,Acura,RDX4WD
5795,2007,168009,Midway City,CA,Acura,RDX4WD
5988,2008,164914,Englewood,CO,Acura,RDX4WD
6398,2008,175381,Richmond,VA,Acura,RDX4WD
6488,2008,202003,Rochester,MN,Acura,RDX4WD
6599,2007,124622,West Park,FL,Acura,RDX4WD
6896,2008,160798,Sanford,NC,Acura,RDX4WD
6995,2007,134865,North Miami,FL,Acura,RDX4WD
7436,2007,141415,Chantilly,VA,Acura,RDX4WD
7495,2008,135115,Chantilly,VA,Acura,RDX4WD
7499,2007,146945,Leesburg,VA,Acura,RDX4WD
7789,2007,139590,Clearwater,FL,Acura,RDX4WD
7800,2008,153247,Middletown,NY,Acura,RDX4WD
7844,2007,179672,Richmond,VA,Acura,RDX4WD
7888,2008,190687,San Mateo,CA,Acura,RDX4WD
7921,2007,116641,Fredericksburg,VA,Acura,RDX4WD
7942,2007,134201,Burlington,NJ,Acura,RDX4WD
7989,2008,168080,Irvine,CA,Acura,RDX4WD
7995,2007,134366,Hasbrouck Heights,NJ,Acura,RDX4WD
7995,2008,78692,West Nyack,NY,Acura,RDX4WD
7999,2007,102979,New Orleans,LA,Acura,RDX4WD
8352,2008,155832,West Bend,WI,Acura,RDX4WD
8410,2008,104380,Randolph,NJ,Acura,RDX4WD
8449,2007,152804,DAYTON,OH,Acura,RDX4WD
8450,2007,121546,Grove City,OH,Acura,RDX4WD
8494,2007,123723,Fairfield,OH,Acura,RDX4WD
8494,2007,126854,Fairfield,OH,Acura,RDX4WD
8495,2007,112961,Manassas,VA,Acura,RDX4WD
8495,2007,127802,Los Angeles,CA,Acura,RDX4WD
8499,2007,144438,Rogers,MN,Acura,RDX4WD
8700,2007,153527,Antioch,IL,Acura,RDX4WD
8749,2007,123790,Philadelphia,PA,Acura,RDX4WD
8770,2007,141623,Duluth,GA,Acura,RDX4WD
8785,2007,145427,Eden Prairie,MN,Acura,RDX4WD
8900,2007,134972,Pompano Beach,FL,Acura,RDX4WD
8900,2008,126440,Honolulu,HI,Acura,RDX4WD
8900,2008,150980,San Antonio,TX,Acura,RDX4WD
8921,2007,173933,Corpus Christi,TX,Acura,RDX4WD
8950,2008,147213,Raleigh,NC,Acura,RDX4WD
8969,2008,146239,Fox Lake,IL,Acura,RDX4WD
8990,2007,118695,VIRGINIA BEACH,VA,Acura,RDX4WD
8995,2007,111202,Mairetta,GA,Acura,RDX4WD
8995,2007,121232,Murfreesboro,TN,Acura,RDX4WD
8995,2008,91283,Laurel,MD,Acura,RDX4WD
8995,2008,119407,Westampton,NJ,Acura,RDX4WD
8999,2007,119745,Fairfield,OH,Acura,RDX4WD
8999,2008,130405,Lawrenceville,GA,Acura,RDX4WD
8999,2008,174043,Albuquerque,NM,Acura,RDX4WD
9400,2007,91801,Austin,TX,Acura,RDX4WD
9450,2008,128796,Alexandria,VA,Acura,RDX4WD
9499,2007,93338,Circleville,OH,Acura,RDX4WD
9500,2008,102553,Baltimore,MD,Acura,RDX4WD
9547,2007,118462,North Phoenix,AZ,Acura,RDX4WD
9550,2007,133775,Mchenry,IL,Acura,RDX4WD
9737,2007,119958,Tampa,FL,Acura,RDX4WD
9790,2007,91950,Rolling Meadows,IL,Acura,RDX4WD
9900,2007,132385,Houston,TX,Acura,RDX4WD
9949,2008,115082,Philadelphia,PA,Acura,RDX4WD
9985,2008,119587,Philadelphia,PA,Acura,RDX4WD
9990,2007,105201,Flemington,NJ,Acura,RDX4WD
9990,2008,110063,St Louis,MO,Acura,RDX4WD
9990,2008,124421,Savannah,GA,Acura,RDX4WD
9994,2007,95467,Fairfax,VA,Acura,RDX4WD
9995,2007,93753,Virginia Beach,VA,Acura,RDX4WD
9995,2007,124525,Springville,UT,Acura,RDX4WD
9995,2008,109434,West Nyack,NY,Acura,RDX4WD
9995,2008,110000,Houston,TX,Acura,RDX4WD
9999,2008,103839,Miami,FL,Acura,RDX4WD
9999,2008,124369,El Cajon,CA,Acura,RDX4WD
9999,2008,141002,Albuquerque,NM,Acura,RDX4WD
10000,2007,113891,Jersey City,NJ,Acura,RDX4WD
10187,2007,118348,Denver,CO,Acura,RDX4WD
10471,2007,89586,Marietta,GA,Acura,RDX4WD
10495,2008,92157,Highland Park,IL,Acura,RDX4WD
10499,2008,110087,Las Vegas,NV,Acura,RDX4WD
10569,2008,126181,HARDEEVILLE,SC,Acura,RDX4WD
10600,2007,93534,Gastonia,NC,Acura,RDX4WD
10650,2008,126389,Salisbury,MD,Acura,RDX4WD
10690,2007,97731,Framingham,MA,Acura,RDX4WD
10700,2008,99935,Fredericksburg,VA,Acura,RDX4WD
10802,2008,115752,Alpharetta,GA,Acura,RDX4WD
10988,2008,87805,Wappingers Falls,NY,Acura,RDX4WD
10988,2008,129773,Englewood,CO,Acura,RDX4WD
10995,2007,76853,Marietta,GA,Acura,RDX4WD
10995,2007,79369,Teterboro,NJ,Acura,RDX4WD
10995,2007,94689,Vineland,NJ,Acura,RDX4WD
10998,2008,81261,Marietta,GA,Acura,RDX4WD
10999,2008,101931,Hartford,CT,Acura,RDX4WD
10999,2008,102462,Naples,FL,Acura,RDX4WD
10999,2008,117478,Burien,WA,Acura,RDX4WD
10999,2008,120614,Lee's Summit,MO,Acura,RDX4WD
11000,2007,89748,Larchmont,NY,Acura,RDX4WD
11000,2008,91842,Valencia,CA,Acura,RDX4WD
11000,2008,108143,Bethesda,MD,Acura,RDX4WD
11287,2008,123898,Denver,CO,Acura,RDX4WD
11300,2008,116343,Bluffton,SC,Acura,RDX4WD
11306,2007,81112,Highland Park,IL,Acura,RDX4WD
11490,2008,86453,Edgewater Park,NJ,Acura,RDX4WD
11495,2007,86350,Fayetteville,AR,Acura,RDX4WD
11495,2008,94981,Streamwood,IL,Acura,RDX4WD
11499,2007,85429,Lawndale,CA,Acura,RDX4WD
11500,2007,81151,New Port Richey,FL,Acura,RDX4WD
11500,2008,76222,Lawrenceville,NJ,Acura,RDX4WD
11777,2008,82737,Nashua,NH,Acura,RDX4WD
11895,2007,66525,Rochelle Park,NJ,Acura,RDX4WD
11900,2007,100391,Colorado Springs,CO,Acura,RDX4WD
11900,2007,109569,Tyler,TX,Acura,RDX4WD
11932,2008,89404,Schaumburg,IL,Acura,RDX4WD
11942,2007,84578,Bay Shore,NY,Acura,RDX4WD
11965,2008,84737,Fairfax,VA,Acura,RDX4WD
11988,2007,124720,Alameda,CA,Acura,RDX4WD
11990,2008,104587,Parker,CO,Acura,RDX4WD
11992,2008,101897,VIRGINIA BEACH,VA,Acura,RDX4WD
11995,2007,77849,Covington,TN,Acura,RDX4WD
11995,2007,92960,Naugatuck,CT,Acura,RDX4WD
11995,2008,92391,Houston,TX,Acura,RDX4WD
11998,2008,89344,Barrington,IL,Acura,RDX4WD
11998,2008,98962,Lynnwood,WA,Acura,RDX4WD
11999,2007,83136,Pacoima,CA,Acura,RDX4WD
11999,2008,95299,Merced,CA,Acura,RDX4WD
12000,2008,89811,Simi Valley,CA,Acura,RDX4WD
12198,2008,75007,Chantilly,VA,Acura,RDX4WD
12884,2008,83935,League City,TX,Acura,RDX4WD
12900,2007,110000,Little Rock,AR,Acura,RDX4WD
12980,2008,94434,Pacoima,CA,Acura,RDX4WD
12994,2007,58839,Phoenix,AZ,Acura,RDX4WD
12995,2007,105806,Bakersfield,CA,Acura,RDX4WD
12995,2008,75525,Naugatuck,CT,Acura,RDX4WD
12997,2007,117552,Edmonds,WA,Acura,RDX4WD
12998,2008,80569,Houston,TX,Acura,RDX4WD
12999,2007,86995,Lynnwood,WA,Acura,RDX4WD
13095,2007,98942,Kissimmee,FL,Acura,RDX4WD
13295,2007,103816,Norfolk,VA,Acura,RDX4WD
13296,2008,89164,Englewood,CO,Acura,RDX4WD
13695,2008,94732,Gainesville,FL,Acura,RDX4WD
13695,2008,113690,Charlotte,NC,Acura,RDX4WD
13750,2008,88532,Raytown,MO,Acura,RDX4WD
13895,2008,102101,Columbus,OH,Acura,RDX4WD
13900,2008,57712,Marietta,GA,Acura,RDX4WD
13900,2008,60250,Rolling Meadows,IL,Acura,RDX4WD
13995,2008,93283,San Antonio,TX,Acura,RDX4WD
13999,2007,47450,Gainesville,FL,Acura,RDX4WD
14095,2007,109196,Round Rock,TX,Acura,RDX4WD
14095,2008,107810,Lombard,IL,Acura,RDX4WD
14588,2007,39483,Arlington,TX,Acura,RDX4WD
14995,2008,59583,Manassas,VA,Acura,RDX4WD
17295,2008,110967,Charlotte,NC,Acura,RDX4WD
6994,2009,147432,Fredericksburg,VA,Acura,RDXAWD
6999,2009,159898,Berlin,NJ,Acura,RDXAWD
8995,2009,104101,Aurora,CO,Acura,RDXAWD
8995,2009,117809,Hasbrouck Heights,NJ,Acura,RDXAWD
8995,2009,143051,Hackettstown,NJ,Acura,RDXAWD
9295,2009,107971,Linden,NJ,Acura,RDXAWD
9680,2009,144943,Reading,PA,Acura,RDXAWD
9959,2009,101931,Wappingers Falls,NY,Acura,RDXAWD
9995,2011,133687,Stamford,CT,Acura,RDXAWD
9997,2009,83579,Palm Beach Gardens,FL,Acura,RDXAWD
10392,2009,118891,La Grange,KY,Acura,RDXAWD
10479,2009,130201,Denton,TX,Acura,RDXAWD
10579,2009,122710,Columbus,OH,Acura,RDXAWD
10800,2009,96450,Portsmouth,VA,Acura,RDXAWD
10950,2010,123180,Doylestown,PA,Acura,RDXAWD
10995,2010,115840,South River,NJ,Acura,RDXAWD
10998,2010,110592,Frazer,PA,Acura,RDXAWD
11137,2009,122932,Madison,NC,Acura,RDXAWD
11199,2009,92025,West Bridgewater,MA,Acura,RDXAWD
11499,2010,118587,Sacramento,CA,Acura,RDXAWD
11988,2009,91006,Cary,NC,Acura,RDXAWD
11988,2009,97662,Norman,OK,Acura,RDXAWD
11995,2009,91144,Saratoga Springs,NY,Acura,RDXAWD
11995,2010,109996,Grove City,OH,Acura,RDXAWD
11995,2010,117961,Jersey City,NJ,Acura,RDXAWD
12057,2009,96942,Ann Arbor,MI,Acura,RDXAWD
12495,2009,111441,Stafford,VA,Acura,RDXAWD
12500,2011,99977,Kansas City,MO,Acura,RDXAWD
12699,2011,115629,Inver Grove Heights,MN,Acura,RDXAWD
12795,2011,102779,Houston,TX,Acura,RDXAWD
12980,2009,82365,Springfield,MO,Acura,RDXAWD
12981,2009,80071,North Richland Hills,TX,Acura,RDXAWD
12991,2010,109769,PEORIA,IL,Acura,RDXAWD
12995,2010,71692,Philadelphia,PA,Acura,RDXAWD
12995,2010,104061,Cranston,RI,Acura,RDXAWD
12995,2011,91839,Manassas,VA,Acura,RDXAWD
13000,2011,88028,Trevose,PA,Acura,RDXAWD
13438,2011,76233,Eatontown,NJ,Acura,RDXAWD
13489,2011,88503,Riverdale,NJ,Acura,RDXAWD
13500,2009,75263,Peoria,IL,Acura,RDXAWD
13500,2010,106152,Cranston,RI,Acura,RDXAWD
13500,2011,94831,Wilkes-Barre,PA,Acura,RDXAWD
13500,2013,214835,Indianapolis,IN,Acura,RDXAWD
13577,2011,147060,Cincinnati,OH,Acura,RDXAWD
13662,2012,125458,Eatontown,NJ,Acura,RDXAWD
13795,2010,91992,Mundelein,IL,Acura,RDXAWD
13797,2011,91237,Nanuet,NY,Acura,RDXAWD
13798,2013,132480,Tulsa,OK,Acura,RDXAWD
13888,2010,97327,Long Island City,NY,Acura,RDXAWD
13900,2009,70587,Alexandria,VA,Acura,RDXAWD
13925,2011,85801,Edgewater Park,NJ,Acura,RDXAWD
13977,2011,81733,Akron,OH,Acura,RDXAWD
13977,2011,63692,Lodi,NJ,Acura,RDXAWD
13988,2009,45246,East Windsor,NJ,Acura,RDXAWD
13991,2011,116315,Schaumburg,IL,Acura,RDXAWD
13994,2011,72905,Mount Laurel,NJ,Acura,RDXAWD
13995,2009,85656,Saugus,MA,Acura,RDXAWD
13996,2010,63885,Des Plaines,IL,Acura,RDXAWD
13997,2010,83396,Glen Burnie,MD,Acura,RDXAWD
13999,2009,103941,Lynnwood,WA,Acura,RDXAWD
13999,2009,88485,Wichita,KS,Acura,RDXAWD
13999,2010,96757,Hendersonville,NC,Acura,RDXAWD
14055,2011,94069,Larchmont,NY,Acura,RDXAWD
14350,2010,78697,Paramus,NJ,Acura,RDXAWD
14450,2012,108537,Jersey City,NJ,Acura,RDXAWD
14472,2010,71083,West Palm Beach,FL,Acura,RDXAWD
14495,2009,116518,Indianapolis,IN,Acura,RDXAWD
14500,2012,87310,Newport News,VA,Acura,RDXAWD
14500,2012,102331,Naperville,IL,Acura,RDXAWD
14637,2009,63368,Milford,CT,Acura,RDXAWD
14663,2009,50728,Des Plaines,IL,Acura,RDXAWD
14695,2009,108215,Charlotte,NC,Acura,RDXAWD
14795,2009,87460,New Castle,DE,Acura,RDXAWD
14900,2010,84355,Fairfax,VA,Acura,RDXAWD
14931,2009,74400,Hamburg,NY,Acura,RDXAWD
14978,2010,77087,Tempe,AZ,Acura,RDXAWD
14990,2011,93589,Doylestown,PA,Acura,RDXAWD
14995,2010,80882,Salem,VA,Acura,RDXAWD
14995,2011,77483,Somerset,MA,Acura,RDXAWD
14995,2012,90038,Union City,NJ,Acura,RDXAWD
14999,2011,93595,Spokane Valley,WA,Acura,RDXAWD
15000,2011,76607,East Providence,RI,Acura,RDXAWD
15000,2013,111924,Colorado Springs,CO,Acura,RDXAWD
15195,2011,107306,Gastonia,NC,Acura,RDXAWD
15200,2012,76436,Midlothian,VA,Acura,RDXAWD
15250,2012,80938,Doylestown,PA,Acura,RDXAWD
15490,2013,103016,Overland Park,KS,Acura,RDXAWD
15495,2011,69885,New Windsor,NY,Acura,RDXAWD
15500,2011,57113,Marion,IA,Acura,RDXAWD
15587,2011,78211,Springfield,NJ,Acura,RDXAWD
15595,2011,51200,Langhorne,PA,Acura,RDXAWD
15595,2011,83965,Sacramento,CA,Acura,RDXAWD
15595,2011,113403,Chattanooga,TN,Acura,RDXAWD
15595,2012,82484,Sacramento,CA,Acura,RDXAWD
15695,2009,99376,Houston,TX,Acura,RDXAWD
15895,2011,96917,Lombard,IL,Acura,RDXAWD
15900,2014,98996,White Oak,PA,Acura,RDXAWD
15983,2012,83048,Cleveland,OH,Acura,RDXAWD
15988,2010,65947,Springfield,FL,Acura,RDXAWD
15990,2011,71514,Long Island City,NY,Acura,RDXAWD
15995,2010,66236,Chicago,IL,Acura,RDXAWD
15998,2011,94888,Palatine,IL,Acura,RDXAWD
15999,2010,67419,Lynnwood,WA,Acura,RDXAWD
16000,2011,37855,East Meadow,NY,Acura,RDXAWD
16000,2012,97916,Longview,WA,Acura,RDXAWD
16056,2012,79139,Larchmont,NY,Acura,RDXAWD
16295,2009,108434,Langhorne,PA,Acura,RDXAWD
16295,2013,94609,Worthington,OH,Acura,RDXAWD
16495,2012,96973,Merriam,KS,Acura,RDXAWD
16495,2014,101090,Wall,NJ,Acura,RDXAWD
16500,2011,85496,Cincinnati,OH,Acura,RDXAWD
16882,2013,49228,Little Falls,NJ,Acura,RDXAWD
16970,2011,63991,Littleton,CO,Acura,RDXAWD
16971,2011,76893,Seattle,WA,Acura,RDXAWD
16988,2010,77778,Gaithersburg,MD,Acura,RDXAWD
16989,2012,60152,Wilmington,DE,Acura,RDXAWD
16993,2013,119170,Wappingers Falls,NY,Acura,RDXAWD
16994,2011,80204,Chicopee,MA,Acura,RDXAWD
17000,2013,121810,Sioux City,IA,Acura,RDXAWD
17219,2013,79042,Mars,PA,Acura,RDXAWD
17287,2010,81553,Denver,CO,Acura,RDXAWD
17449,2011,59000,Marietta,GA,Acura,RDXAWD
17645,2014,72673,Roswell,GA,Acura,RDXAWD
17730,2014,73048,Buford,GA,Acura,RDXAWD
17841,2012,52864,Englewood,CO,Acura,RDXAWD
17918,2013,79825,Chantilly,VA,Acura,RDXAWD
17980,2011,60795,Pleasanton,CA,Acura,RDXAWD
17988,2012,76401,Fremont,CA,Acura,RDXAWD
17989,2013,95110,Livonia,MI,Acura,RDXAWD
17990,2014,73604,Reading,PA,Acura,RDXAWD
17995,2011,49419,Indianapolis,IN,Acura,RDXAWD
17995,2013,83108,Franklin,TN,Acura,RDXAWD
18000,2012,59766,Larchmont,NY,Acura,RDXAWD
18000,2013,87131,Columbus,OH,Acura,RDXAWD
18280,2013,77022,Bel Air,MD,Acura,RDXAWD
18399,2009,41491,Englewood,CO,Acura,RDXAWD
18500,2013,17465,Norcross,GA,Acura,RDXAWD
18500,2013,91223,Overland Park,KS,Acura,RDXAWD
18774,2013,67143,Burlington,NJ,Acura,RDXAWD
18898,2013,87019,Springfield,NJ,Acura,RDXAWD
18900,2015,92335,Kearny,NJ,Acura,RDXAWD
18990,2014,99389,Morrisville,NC,Acura,RDXAWD
18995,2012,67996,Westborough,MA,Acura,RDXAWD
18995,2015,74700,Naugatuck,CT,Acura,RDXAWD
18998,2011,67529,Palatine,IL,Acura,RDXAWD
18998,2013,79491,St Paul,MN,Acura,RDXAWD
18999,2013,44538,Maple Shade,NJ,Acura,RDXAWD
19000,2014,64877,Cranston,RI,Acura,RDXAWD
19090,2013,74962,Lynn,MA,Acura,RDXAWD
19290,2013,97903,Fairfield,OH,Acura,RDXAWD
19355,2014,74459,Colchester,CT,Acura,RDXAWD
19442,2012,47173,Lancaster,PA,Acura,RDXAWD
19457,2012,54989,Columbus,OH,Acura,RDXAWD
19499,2014,74772,Maple Shade,NJ,Acura,RDXAWD
19588,2013,76438,Bay Shore,NY,Acura,RDXAWD
19687,2012,43243,Cary,NC,Acura,RDXAWD
19786,2011,67979,Waukesha,WI,Acura,RDXAWD
19790,2013,80409,Seekonk,MA,Acura,RDXAWD
19794,2013,65068,Ellicott City,MD,Acura,RDXAWD
19839,2014,89427,League City,TX,Acura,RDXAWD
19900,2014,84128,Middleton,WI,Acura,RDXAWD
19936,2015,74689,Westmont,IL,Acura,RDXAWD
19948,2013,72399,Waukesha,WI,Acura,RDXAWD
19950,2013,80221,Wilmington,NC,Acura,RDXAWD
19977,2013,70594,Sandy,UT,Acura,RDXAWD
19980,2013,58300,Chicago,IL,Acura,RDXAWD
19982,2013,92579,Logan,UT,Acura,RDXAWD
19984,2013,82752,Frisco,TX,Acura,RDXAWD
19986,2014,78038,Southborogh,MA,Acura,RDXAWD
19987,2014,64851,Norwood,MA,Acura,RDXAWD
19988,2013,63713,Zelienople,PA,Acura,RDXAWD
19990,2012,60995,Philadelphia,PA,Acura,RDXAWD
19990,2013,91997,Overland Park,KS,Acura,RDXAWD
19991,2013,92734,Vancouver,WA,Acura,RDXAWD
19994,2014,72139,Wappingers Falls,NY,Acura,RDXAWD
19995,2013,69193,Langhorne,PA,Acura,RDXAWD
19995,2013,105949,Seattle,WA,Acura,RDXAWD
19995,2014,89985,Brooklyn Center,MN,Acura,RDXAWD
19995,2014,82570,Philadelphia,PA,Acura,RDXAWD
19999,2012,60700,Midland,TX,Acura,RDXAWD
19999,2014,37105,West Palm Beach,FL,Acura,RDXAWD
19999,2014,44209,Miami,FL,Acura,RDXAWD
19999,2014,47209,Orlando,FL,Acura,RDXAWD
20000,2014,90645,Glendale,WI,Acura,RDXAWD
20000,2014,97763,Merriam,KS,Acura,RDXAWD
20498,2015,62737,Marlborough,MA,Acura,RDXAWD
20499,2015,67850,East Haven,CT,Acura,RDXAWD
20500,2013,88645,Lancaster,OH,Acura,RDXAWD
20500,2014,59524,Canton,MA,Acura,RDXAWD
20528,2014,65552,Elmsford,NY,Acura,RDXAWD
20599,2014,90925,Centennial,CO,Acura,RDXAWD
20600,2013,65313,Roswell,GA,Acura,RDXAWD
20600,2014,90741,Merrillville,IN,Acura,RDXAWD
20619,2013,66815,DANBURY,CT,Acura,RDXAWD
20665,2013,86535,Mooresville,NC,Acura,RDXAWD
20669,2013,60184,Phoenix,AZ,Acura,RDXAWD
20687,2012,72550,Colorado Springs,CO,Acura,RDXAWD
20705,2013,64657,Chantilly,VA,Acura,RDXAWD
20787,2013,61690,Larchmont,NY,Acura,RDXAWD
20888,2015,80425,Tracy,CA,Acura,RDXAWD
20933,2014,75218,Strasburg,PA,Acura,RDXAWD
20977,2013,93889,Merriam,KS,Acura,RDXAWD
20979,2013,50840,Perrysburg,OH,Acura,RDXAWD
20988,2012,67752,Portland,OR,Acura,RDXAWD
20995,2013,48281,Cuyahoga Falls,OH,Acura,RDXAWD
20995,2013,87408,Canton,CT,Acura,RDXAWD
20996,2014,64195,St. George,UT,Acura,RDXAWD
20999,2013,20604,Akron,OH,Acura,RDXAWD
20999,2015,35927,Miami,FL,Acura,RDXAWD
21000,2013,77956,Colorado Springs,CO,Acura,RDXAWD
21290,2014,41397,Kennesaw,GA,Acura,RDXAWD
21300,2014,69894,Chesapeake,VA,Acura,RDXAWD
21329,2014,45119,Denton,TX,Acura,RDXAWD
21490,2014,71957,Shrewsbury,NJ,Acura,RDXAWD
21490,2015,50226,Roswell,GA,Acura,RDXAWD
21494,2013,66148,Wait Park,MN,Acura,RDXAWD
21690,2015,45559,South Easton,MA,Acura,RDXAWD
21840,2015,66011,Reading,PA,Acura,RDXAWD
21850,2014,52423,Reading,PA,Acura,RDXAWD
21900,2012,25616,Colorado Springs,CO,Acura,RDXAWD
21900,2014,55580,Saratoga Springs,NY,Acura,RDXAWD
21900,2014,73603,Seekonk,MA,Acura,RDXAWD
21942,2015,74759,Knoxville,TN,Acura,RDXAWD
21950,2012,47650,Phoenix,AZ,Acura,RDXAWD
21965,2014,51465,Tallmadge,OH,Acura,RDXAWD
21974,2014,45212,Wappingers Falls,NY,Acura,RDXAWD
21977,2013,40482,North Riverside,IL,Acura,RDXAWD
21981,2014,62793,North Canton,OH,Acura,RDXAWD
21988,2013,73145,Portland,OR,Acura,RDXAWD
21990,2013,51751,Emmaus,PA,Acura,RDXAWD
21991,2013,85132,Plano,TX,Acura,RDXAWD
21995,2013,60701,Frazer,PA,Acura,RDXAWD
21995,2014,30600,Naugatuck,CT,Acura,RDXAWD
21995,2014,48878,Hackettstown,NJ,Acura,RDXAWD
21995,2015,32027,Elmhurst,NY,Acura,RDXAWD
21995,2015,33200,Naugatuck,CT,Acura,RDXAWD
21995,2015,56209,Bronx,NY,Acura,RDXAWD
21997,2010,45201,Palatine,IL,Acura,RDXAWD
21999,2015,14318,Miami,FL,Acura,RDXAWD
21999,2015,33108,Orlando,FL,Acura,RDXAWD
21999,2015,34953,Orlando,FL,Acura,RDXAWD
21999,2015,37138,Orlando,FL,Acura,RDXAWD
21999,2015,44584,West Palm Beach,FL,Acura,RDXAWD
22000,2014,64780,Westmont,IL,Acura,RDXAWD
22000,2014,67000,Reading,PA,Acura,RDXAWD
22000,2015,53635,Union City,GA,Acura,RDXAWD
22131,2013,56009,Baltimore,MD,Acura,RDXAWD
22275,2015,40867,Kennesaw,GA,Acura,RDXAWD
22429,2014,36879,Woodside,NY,Acura,RDXAWD
22430,2015,63017,Buford,GA,Acura,RDXAWD
22485,2015,48958,Wappingers Falls,NY,Acura,RDXAWD
22490,2013,69244,Ansonia,CT,Acura,RDXAWD
22495,2015,29900,Naugatuck,CT,Acura,RDXAWD
22495,2015,35200,Naugatuck,CT,Acura,RDXAWD
22495,2015,66923,Mundelein,IL,Acura,RDXAWD
22499,2014,44335,Ramsey,NJ,Acura,RDXAWD
22599,2013,66769,Verona,NJ,Acura,RDXAWD
22620,2013,43531,Highland Park,IL,Acura,RDXAWD
22695,2013,68277,Rochelle Park,NJ,Acura,RDXAWD
22708,2014,49213,Old Saybrook,CT,Acura,RDXAWD
22717,2013,67134,Delavan,WI,Acura,RDXAWD
22740,2015,45663,Newnan,GA,Acura,RDXAWD
22750,2015,44925,Roswell,GA,Acura,RDXAWD
22777,2012,33135,Waukesha,WI,Acura,RDXAWD
22777,2014,40008,Akron,OH,Acura,RDXAWD
22778,2014,42972,Bay Shore,NY,Acura,RDXAWD
22790,2015,49773,Duluth,GA,Acura,RDXAWD
22800,2014,63838,Westmont,IL,Acura,RDXAWD
22839,2013,50697,Dallas,TX,Acura,RDXAWD
22895,2015,52706,Groton,CT,Acura,RDXAWD
22900,2014,42661,Chantilly,VA,Acura,RDXAWD
22900,2015,52565,Chicago,IL,Acura,RDXAWD
22977,2013,49723,Cincinnati,OH,Acura,RDXAWD
22988,2013,53839,Plano,TX,Acura,RDXAWD
22991,2013,67748,Albuquerque,NM,Acura,RDXAWD
22994,2015,24464,Seffner,FL,Acura,RDXAWD
22995,2013,19198,Gulf Breeze,FL,Acura,RDXAWD
22995,2014,60912,E. Providence,RI,Acura,RDXAWD
22995,2015,32900,Naugatuck,CT,Acura,RDXAWD
22995,2015,36068,Wall,NJ,Acura,RDXAWD
22995,2016,52600,Naugatuck,CT,Acura,RDXAWD
22998,2013,71230,Lynnwood,WA,Acura,RDXAWD
22999,2013,43892,Marietta,GA,Acura,RDXAWD
22999,2014,22476,Orlando,FL,Acura,RDXAWD
22999,2014,38250,East Haven,CT,Acura,RDXAWD
23000,2013,34669,Freehold,NJ,Acura,RDXAWD
23000,2013,47434,Rockaway,NJ,Acura,RDXAWD
23170,2014,33342,San Antonio,TX,Acura,RDXAWD
23230,2015,38949,Buford,GA,Acura,RDXAWD
23294,2014,60218,Silver Spring,MD,Acura,RDXAWD
23297,2014,48975,Las Vegas,NV,Acura,RDXAWD
23345,2015,40403,Wappingers Falls,NY,Acura,RDXAWD
23370,2015,65367,Fredericksburg,VA,Acura,RDXAWD
23377,2014,41502,Akron,OH,Acura,RDXAWD
23388,2013,43684,Swanzey,NH,Acura,RDXAWD
23390,2015,34832,South Easton,MA,Acura,RDXAWD
23390,2015,35557,South Easton,MA,Acura,RDXAWD
23439,2014,30142,Brooklyn,NY,Acura,RDXAWD
23447,2014,47532,Buffalo Grove,IL,Acura,RDXAWD
23450,2014,39516,Houston,TX,Acura,RDXAWD
23469,2015,43627,Cheshire,CT,Acura,RDXAWD
23473,2014,37515,Bay Shore,NY,Acura,RDXAWD
23477,2014,40983,Akron,OH,Acura,RDXAWD
23490,2015,50754,Sterling,VA,Acura,RDXAWD
23495,2014,36807,Bay Shore,NY,Acura,RDXAWD
23498,2013,50516,Brooklyn Center,MN,Acura,RDXAWD
23498,2015,56358,Bethesda,MD,Acura,RDXAWD
23498,2015,48800,Carrollton,TX,Acura,RDXAWD
23500,2014,44075,Chicago,IL,Acura,RDXAWD
